,title,type,eps_count,rate,content_descriptors,seasons_count,series_launch_year,Votes
1227,woodpecker detective's office,series,12,3.8,"إيذاء الذات, العنف الجنسي, التدخين, المحتوى الجنسي, الانتحار, العنف",1,2020,392
1228,wooser's hand-to-mouth life,series,24,3.0,"الفجور, الصور الجنسية, حوار ملمح",2,2012,138
1229,wooser’s hand-to-mouth life: phantasmagoric arc,series,13,2.9,"الفجور, حوار ملمح, العنف",1,2015,116
1230,working buddies!,series,25,4.1,unknown,2,2018,299
1231,world break: aria of curse for a holy swordsman,series,12,4.3,"العري, المحتوى الجنسي, حوار ملمح, العنف",1,2015,10163
1232,world trigger,series,99,4.7,"التدخين, العنف",3,2021,14351
1233,world's end harem,series,11,2.8,"العري, المحتوى الجنسي, حوار ملمح, العنف",1,2022,20435
1234,worldend: what do you do at the end of the world? are you busy? will you save us,series,12,4.7,"العري, الفجور, حوار ملمح, العنف",1,2017,11383
1235,x,series,25,4.3,"الفجور, التدخين, العنف",1,2022,1109
1236,x&y,series,16,4.4,"الدم/القتل, الخوف",1,2023,2270
1237,xuan yuan sword luminary,series,13,3.5,"التعذيب, العنف",1,2018,319
1238,yakuza fiancé: raise wa tanin ga ii,series,12,4.8,"الفجور, العنف الجنسي, التدخين, المحتوى الجنسي, العنف",1,2024,34627
1239,yamada-kun and the seven witches,series,12,4.7,"الصور الجنسية, حوار ملمح, العنف",1,2015,24248
1240,yashahime: princess half-demon,series,48,4.4,العنف,1,2022,9371
1241,yatagarasu: the raven does not choose its master,series,20,4.8,"الدم/القتل, تعاطي المخدرات/الكحول, التدخين, التعذيب, العنف",1,2024,9090
1242,yatogame-chan kansatsu nikki,series,46,4.1,الفجور,4,2022,539
1243,yes! precure 5,series,49,4.4,العنف,1,2024,233
1244,"yes, no, or maybe?",series,1,4.4,"مواضيع للبالغين, الفجور, المحتوى الجنسي",1,2021,10091
1245,yohane the parhelion -sunshine in the mirror,series,13,4.3,الفجور,1,2023,1897
1246,yokuwakaru gendai maho,series,12,4.2,"المحتوى الجنسي, الصور الجنسية, العنف",1,2009,1492
1247,yona of the dawn,series,24,4.8,"العري, التدخين, العنف",1,2014,38982
1248,yotsuiro biyori,series,12,4.8,الفجور,1,2018,2479
1249,you and me,series,13,4.5,"الفجور, حوار ملمح",1,2011,1448
1250,you and me 2,series,14,4.6,حوار ملمح,1,2012,761
1251,you are ms. servant,series,12,4.7,"الصور الجنسية, حوار ملمح, العنف",1,2024,20575
1252,you don't know gunma yet,series,12,3.4,العنف,1,2018,240
1253,yu-gi-oh!,series,236,4.5,العنف,5,2015,13211
1254,yu-gi-oh! 5d's,series,154,4.4,العنف,2,2014,2773
1255,yu-gi-oh! arc-v,series,148,4.2,"الفجور, العنف",1,2016,1352
1256,yu-gi-oh! gx,series,180,4.3,"الفجور, العنف",3,2015,4094
1257,yu-gi-oh! vrains,series,120,4.3,"الفجور, العنف",1,2017,1077
1258,yu-gi-oh! zexal,series,146,3.7,العنف,3,2014,2158
1259,yu-no: a girl who chants love at the bound of this world,series,26,4.1,"العري, المحتوى الجنسي, حوار ملمح, الانتحار, العنف",1,2019,2457
1260,yurei deco,series,12,3.7,"الفجور, العنف",1,2022,1056
1261,yuri is my job!,series,12,4.2,الفجور,1,2023,5919
1262,yuri!!! on ice,series,12,4.8,"تعاطي المخدرات/الكحول, الصور الجنسية, حوار ملمح",1,2016,32778
1263,yurumates3dei,series,26,3.7,تعاطي المخدرات/الكحول,1,2012,183
1264,zaion: i wish you were here,series,4,2.9,"الفجور, العنف",1,2023,316
1265,zatsutabi -that's journey-,series,5,4.4,"تعاطي المخدرات/الكحول, العري",1,2025,1439
1266,zenshu,series,13,4.7,"الفجور, العنف",1,2025,25907
1267,zo zo zombie,series,26,2.9,العنف,1,2020,179
1268,zom 100: bucket list of the dead,series,12,4.8,"العري, التدخين, حوار ملمح, العنف",1,2023,78420
1269,zombie land saga,series,24,4.5,"العري, الفجور, التدخين, حوار ملمح, العنف",2,2021,11479
1270,آووني: الشيطان الأزرق,series,14,3.1,"الدم/القتل, رعب خارق للطبيعة, العنف",2,2016,474
1271,أخبار العالم المجنونة,series,24,3.0,تعاطي المخدرات/الكحول,2,2014,110
1272,المعركة المقدسة كيربيروس,series,13,3.3,"الفجور, العنف",1,2016,1844
1273,الوشم المحرم,series,12,3.5,"الفجور, المحتوى الجنسي, العنف",1,2016,5534
1274,جوائز كرانشي رول للأنمي 2021,series,2,2.9,العنف,3,2024,1045
1275,دي دي قبضة نجمة الشمال,series,25,3.4,"العري, الفجور, التدخين, العنف",2,2013,119
1276,شوارتزيس ماركن - العلامات السوداء,series,12,4.3,"المحتوى الجنسي, العنف",1,2016,2327
1277,شينوبي نوبوناغا,series,79,4.5,"الفجور, حوار ملمح, العنف",3,2016,285
1278,محاربو الساموراي,series,13,4.2,العنف,1,2015,479
1279,موسوعة ظلام العالم,series,13,2.9,"رعب خارق للطبيعة, العنف",1,2017,485
1280,ياميشيباي: قصص الأشباح اليابانية,series,195,4.1,"رعب خارق للطبيعة, العنف",15,2019,2730
1281,يورو يوري,series,37,4.6,"المحتوى الجنسي, حوار ملمح, العنف",3,2015,2933
1282,gxyz123,series,1,2.1,unknown,1,2023,643
